city,state_id,state_name,Low_Confidence_Limit,Data_Value,health_bad,High_Confidence_Limit,PopulationCount,density,state_name,ALand,AWater,Median,Stdev
Iowa City,IA,Iowa,10.78421053,12.49473684,0,14.18421053,10715.05263,1133,Iowa,88973602.83333333,250247.66666666666,84464.83333333333,46995.166666666664
Irvine,CA,California,8.721621622,9.689189189,0,10.73243243,17218.16216,1691,California,4335572.142857143,23924.785714285714,116929.28571428571,60058.07142857143
Irving,TX,Texas,12.42407407,13.56851852,0,14.75185185,12016.05556,1380,Texas,3633047.1666666665,31224.333333333332,102122.53333333334,48582.6
Jackson,MS,Mississippi,15.02181818,16.83272727,1,18.68363636,9464.381818,558,Mississippi,10348506.272727273,146946.72727272726,39673.954545454544,35113.36363636364
Jacksonville,FL,Florida,13.74076087,14.99891304,1,16.27880435,14542.20109,470,Florida,7257844.322033898,567894.0847457628,70440.15254237287,40884.661016949154
Jersey City,NJ,New Jersey,12.04117647,13.13088235,0,14.30441176,10923.39706,6863,New Jersey,620022.5652173914,448574.0869565217,66250.43478260869,55937.434782608696
Johns Creek,GA,Georgia,7.95625,8.7875,0,9.75,14386.5,1059,Georgia,48365755.0,837064.0,125949.5,76422.5
Joliet,IL,Illinois,13.01489362,14.12978723,1,15.2893617,9410.553191,886,Illinois,2833644.846153846,19636.69230769231,65947.69230769231,38156.92307692308
Jonesboro,AR,Arkansas,14.425,15.83125,1,17.3,12611.4375,377,Arkansas,41437657.5,229817.33333333334,38266.666666666664,29770.5
Kalamazoo,MI,Michigan,15.66521739,17.28695652,1,18.96956522,9686.130435,1192,Michigan,10042283.125,168743.0,55050.125,38732.5
Kansas City,KS,Kansas,13.7646789,15.02155963,1,16.34082569,8332.357798,473,Kansas,3291139.619047619,31170.85714285714,61596.333333333336,32569.04761904762
Kenner,LA,Louisiana,14.185,15.305,1,16.5,10005.3,1721,Louisiana,2140776.285714286,226842.14285714287,85283.14285714286,49303.57142857143
Kennewick,WA,Washington,14.31875,15.55625,1,16.7875,13859.4375,1186,Washington,25900708.375,186556.75,81642.875,41625.5
Kenosha,WI,Wisconsin,12.25517241,13.41034483,0,14.62068966,10263.24138,1378,Wisconsin,3270294.75,478286.0833333333,131545.75,39654.5
Kent,WA,Washington,13.516,14.536,1,15.6,11089.32,1513,Washington,4841213.7,96351.0,112806.8,51895.8
Killeen,TX,Texas,14.2137931,15.2,1,16.24482759,13231.62069,1073,Texas,32476499.363636363,1132028.5454545454,63647.27272727273,34546.545454545456
Knoxville,TN,Tennessee,14.06428571,15.71714286,1,17.48285714,7662.514286,733,Tennessee,9987184.46875,801140.5,62480.03125,46199.40625
Lafayette,IN,Indiana,14.80877193,16.3877193,1,18.01052632,9882.175439,942,Indiana,58437005.6,310542.5,72324.3,40586.0
Lake Charles,LA,Louisiana,15.29583333,16.77916667,1,18.27916667,8999.125,674,Louisiana,32717771.0,2510774.25,36698.25,40387.166666666664
Lake Forest,CA,California,9.761111111,10.72222222,0,11.77222222,12877.33333,1985,California,2131042.25,32682.5,142865.25,61227.25
Lakeland,FL,Florida,14.1195122,15.47317073,1,16.83170732,7128.02439,654,Florida,7401268.142857143,1041323.9047619047,58622.80952380953,41216.52380952381
Lakewood,CA,California,10.24769231,11.28307692,0,12.36923077,10293.26154,3253,California,1509845.6666666667,2594.3333333333335,95721.66666666667,65647.0
Lancaster,CA,California,13.99722222,15.01944444,1,16.08055556,13052.75,645,California,20045517.214285713,10852.714285714286,42524.57142857143,42537.57142857143
Lansing,MI,Michigan,15.00714286,16.33333333,1,17.72380952,8161.97619,1164,Michigan,3327271.0,60951.6875,50029.875,32909.6875
Laredo,TX,Texas,14.4559322,16.30508475,1,18.15932203,12004.50847,958,Texas,7910216.375,196784.58333333334,65110.708333333336,31631.125
Largo,FL,Florida,12.95135135,14.20540541,1,15.47027027,6295.243243,1773,Florida,2673934.6666666665,659149.0,62703.73333333333,48157.333333333336
Las Cruces,NM,New Mexico,12.99259259,14.35925926,1,15.78518519,10845.81481,519,New Mexico,12534935.57142857,27909.928571428572,59034.42857142857,43238.92857142857
Las Vegas,NV,Nevada,12.87419355,14.00193548,1,15.16064516,11298.20645,1773,Nevada,3696203.0615384616,2703.2384615384617,86190.17692307693,43015.39230769231
Lauderhill,FL,Florida,15.03529412,16.48823529,1,17.92941176,11803.58824,3256,Florida,1654490.0,617.2,142016.6,32398.0
Lawrence,KS,Kansas,13.2525,14.78,1,16.3125,12301.5,1110,Kansas,79628713.5,4614060.75,47516.125,47125.625
Lawton,OK,Oklahoma,15.71666667,17.00666667,1,18.20666667,9686.7,441,Oklahoma,23614348.2,37450.0,56810.8,32000.2
Layton,UT,Utah,10.96,12.2,0,13.46,10096.1,1339,Utah,3952907.5,5922.0,157249.0,31025.5
League City,TX,Texas,10.67142857,11.75,0,12.87857143,17903.85714,809,Texas,25114693.333333332,1381990.0,86547.33333333333,58087.333333333336
Lee's Summit,MO,Missouri,10.6,11.86956522,0,13.16521739,11916.47826,601,Missouri,7501173.857142857,549052.2857142857,173804.2857142857,56475.0
Lewisville,TX,Texas,11.24117647,12.42352941,0,13.68529412,8407.941176,1148,Texas,13866514.090909092,1489973.4545454546,116718.86363636363,48688.63636363636
Lexington,KY,Kentucky,13.19404762,14.76666667,1,16.4,10564.39286,439,Kentucky,10348058.333333334,426388.56666666665,61855.566666666666,46507.933333333334
Lincoln,NE,Nebraska,9.973972603,11.24520548,0,12.60273973,10618.28767,1160,Nebraska,5668765.04,107355.72,92956.28,42520.04
Little Rock,AR,Arkansas,12.68113208,13.85283019,0,15.09245283,10954.01887,634,Arkansas,20503384.136363637,548158.8181818182,61708.181818181816,48464.77272727273
Livermore,CA,California,9.80952381,10.87619048,0,12.0047619,11566.85714,1288,California,5034543.666666667,41185.22222222222,173605.33333333334,63855.333333333336
Livonia,MI,Michigan,10.66363636,11.96363636,0,13.30909091,8812.909091,1013,Michigan,3458132.909090909,222.45454545454547,112382.09090909091,55450.181818181816
Long Beach,CA,California,12.2036036,13.30540541,0,14.44324324,12493.42342,3523,California,1130539.8409090908,159245.06818181818,88051.25,51962.795454545456
Longmont,CO,Colorado,10.42,11.52,0,12.68,12938.25,1306,Colorado,10887773.375,659554.25,64811.75,56456.625
Longview,TX,Texas,14.08695652,15.18695652,1,16.3173913,10494.04348,565,Texas,21454330.0,241529.66666666666,68202.66666666667,39238.0
Los Angeles,CA,California,12.00361446,13.26666667,0,14.55803213,11423.41165,3276,California,909813.9561403509,4719.6140350877195,73435.83333333333,48167.978070175435
Louisville,KY,Kentucky,13.53241758,14.86428571,1,16.25274725,9845.967033,905,Kentucky,4488971.056818182,209582.17045454544,96017.30681818182,44461.03409090909
Loveland,CO,Colorado,10.26111111,11.43333333,0,12.63333333,11143.16667,885,Colorado,22652710.125,1960193.125,114135.125,45038.625
Lowell,MA,Massachusetts,14.22962963,15.52222222,1,16.84074074,11835.44444,3149,Massachusetts,1675003.1818181819,88759.81818181818,53477.818181818184,50379.09090909091
Lubbock,TX,Texas,13.23709677,14.75322581,1,16.36451613,11108.37097,741,Texas,18427855.09090909,180104.0909090909,56733.545454545456,41226.90909090909
Lynchburg,VA,Virginia,13.69047619,15.0,1,16.35238095,10795.42857,647,Virginia,23436340.5,353917.125,80540.875,45885.375
Lynn,MA,Massachusetts,13.83333333,14.87083333,1,15.90833333,11291.125,3388,Massachusetts,1210789.2,94477.8,73357.6,52553.0
Lynwood,CA,California,14.82857143,16.4,1,17.95714286,14951.14286,5575,California,1002723.4,0.0,35141.8,29014.2
Macon,GA,Georgia,14.98378378,16.35945946,1,17.82432432,7406.594595,237,Georgia,7010862.125,112371.375,46370.9375,36973.125
Madison,WI,Wisconsin,10.00298507,11.39850746,0,12.86865672,10441.95522,1263,Wisconsin,2792125.3333333335,9364.083333333334,76590.04166666667,47114.875
Manchester,NH,New Hampshire,13.08387097,14.47741935,1,15.91290323,10603.06452,1315,New Hampshire,3018228.1818181816,259459.72727272726,98779.0,46758.36363636364
Manteca,CA,California,13.08947368,14.03684211,1,15.01578947,10594.10526,1498,California,13056093.5,21246.5,53947.125,43591.125
McAllen,TX,Texas,12.12592593,13.67407407,0,15.25185185,14429.85185,841,Texas,5143283.5,0.0,38654.833333333336,40185.666666666664
McKinney,TX,Texas,10.46296296,11.6,0,12.84444444,14567.37037,1148,Texas,22507878.5,210349.2,102184.9,54868.7
Medford,OR,Oregon,15.03636364,16.52727273,1,18.04090909,10213.68182,1243,Oregon,25684173.0,137870.5,105092.375,36864.75
Melbourne,FL,Florida,13.19166667,14.45416667,1,15.75416667,9504.25,727,Florida,7392483.166666667,982328.5,84960.83333333333,42359.166666666664
Memphis,TN,Tennessee,14.96166667,16.49888889,1,18.08888889,10781.38333,792,Tennessee,5661634.421875,156278.265625,42254.0,36668.171875
Menifee,CA,California,11.94,12.96,0,14.004,9302.28,787,California,2261465.5,360152.5,120042.75,55934.25
Merced,CA,California,15.265,16.485,1,17.695,11842.5,1390,California,11894767.545454545,3391.4545454545455,81762.72727272728,37845.818181818184
Meridian,ID,Idaho,10.75,11.93,0,13.2,22527.6,1297,Idaho,11565478.666666666,79357.33333333333,63002.666666666664,50898.666666666664
Mesa,AZ,Arizona,12.11544715,13.34308943,0,14.59105691,10708.02439,1448,Arizona,2853556.063829787,17323.808510638297,78104.76595744681,42715.0
Mesquite,TX,Texas,13.89117647,15.04411765,1,16.22058824,12336.08824,1151,Texas,3709203.0833333335,4142.166666666667,68213.0,34143.083333333336
Miami,FL,Florida,13.6184466,15.04660194,1,16.48543689,11634.15534,5019,Florida,24420841.116666667,1314219.625,70615.475,46637.041666666664
Miami Beach,FL,Florida,10.72258065,11.90645161,0,13.12580645,8494.741935,4461,Florida,745217.6666666666,820840.5833333334,79694.66666666667,47879.833333333336
Miami Gardens,FL,Florida,15.252,16.66,1,18.092,12860.0,2329,Florida,2619205.2,108964.2,45177.6,45079.6
Midland,TX,Texas,11.66153846,12.73461538,0,13.82692308,12822.96154,758,Texas,18147170.46153846,35517.61538461538,137734.76923076922,62506.92307692308
Milpitas,CA,California,8.058823529,8.9,0,9.805882353,11782.47059,2381,California,5380269.6,22073.6,122828.2,72226.6
Milwaukee,WI,Wisconsin,14.60280374,16.13878505,1,17.73971963,8338.658879,2369,Wisconsin,1445006.4320987654,66194.08641975309,61747.01234567901,39003.20987654321
Minneapolis,MN,Minnesota,10.22372881,11.40169492,0,12.68474576,9726.559322,3071,Minnesota,1440757.7358490566,89126.07547169812,93715.71698113208,50253.77358490566
Miramar,FL,Florida,12.65555556,13.67222222,0,14.71666667,20340.16667,1889,Florida,12753549.75,743811.75,96233.125,46839.375
Mission,TX,Texas,13.23529412,14.77058824,1,16.28823529,13598.0,916,Texas,36318601.083333336,139766.91666666666,28180.333333333332,33603.083333333336
Mission Viejo,CA,California,9.228,10.224,0,11.284,11196.6,2058,California,3296494.6,0.0,187964.8,64923.0
Missoula,MT,Montana,11.11666667,12.64444444,0,14.23888889,11131.33333,845,Montana,14810677.0,116660.33333333333,66112.77777777778,46754.22222222222
Missouri City,TX,Texas,10.325,11.405,0,12.57,10103.7,1003,Texas,12212527.75,511528.25,84875.0,57840.0
Mobile,AL,Alabama,15.30649351,16.78701299,1,18.31688312,7600.87013,522,Alabama,19047708.4,3902662.533333333,57038.03333333333,43049.833333333336
Modesto,CA,California,14.38125,15.55833333,1,16.72916667,12572.70833,1933,California,4778657.285714285,167180.7619047619,105321.47619047618,41283.57142857143
Montgomery,AL,Alabama,14.85,16.38064516,1,17.9483871,9955.822581,479,Alabama,9204465.476190476,289517.04761904763,91560.57142857143,40846.19047619047
Moreno Valley,CA,California,14.4,15.49130435,1,16.61956522,12610.76087,1604,California,2040326.142857143,11960.285714285714,83446.42857142857,42165.71428571428
Mt. Pleasant,SC,South Carolina,9.607692308,10.83076923,0,12.17692308,15655.84615,717,South Carolina,12638641.8,3893959.0,156239.8,48482.6
Mount Vernon,NY,New York,12.76818182,13.95454545,1,15.15,9176.181818,5930,New York,494732.5714285714,0.0,47025.142857142855,49157.42857142857
Mountain View,CA,California,8.013636364,8.813636364,0,9.740909091,10098.63636,2664,California,4068949.5,0.0,134245.0,73711.66666666667
Muncie,IN,Indiana,16.74615385,18.65769231,1,20.55,8085.038462,958,Indiana,11819646.4,84879.2,55443.0,31184.6
Murfreesboro,TN,Tennessee,12.68148148,14.2,1,15.76296296,12083.7037,919,Tennessee,19041966.545454547,38961.0,102936.90909090909,48774.0
Murrieta,CA,California,11.63888889,12.68333333,0,13.77777778,17242.22222,1335,California,7059610.571428572,3569.5714285714284,93418.28571428571,51399.0
Nampa,ID,Idaho,13.23125,14.4625,1,15.7125,15291.375,1167,Idaho,66067757.125,1726133.125,103551.75,38093.625
Napa,CA,California,11.3375,12.5125,0,13.72916667,9612.333333,1679,California,51608169.18181818,6728204.545454546,157584.0909090909,66497.54545454546
Naperville,IL,Illinois,8.392105263,9.421052632,0,10.64473684,11198.52632,1476,Illinois,5664650.588235294,84186.17647058824,173210.17647058822,68433.29411764706
Nashua,NH,New Hampshire,11.515,12.815,0,14.15,12974.1,1118,New Hampshire,4097304.3333333335,179002.22222222222,84529.22222222222,49771.444444444445
Nashville,TN,Tennessee,12.88924051,14.29936709,1,15.77405063,11415.60759,544,Tennessee,4611118.822222223,128506.57777777778,86660.6,44835.73333333333
New Bedford,MA,Massachusetts,16.4030303,17.77272727,1,19.16666667,8642.909091,1840,Massachusetts,1441403.8461538462,80647.69230769231,35156.61538461538,39873.846153846156
New Britain,CT,Connecticut,14.69565217,15.86086957,1,17.06521739,9548.608696,2095,Connecticut,1459997.5,10592.5,63490.5,33108.25
New Haven,CT,Connecticut,13.27575758,14.56969697,1,15.93939394,11798.09091,2690,Connecticut,1619689.9333333333,119644.66666666667,75186.8,49822.53333333333
New Orleans,LA,Louisiana,14.6137931,16.26206897,1,17.98505747,5928.005747,889,Louisiana,1706461.621212121,208068.95454545456,47154.969696969696,43040.378787878784
New Rochelle,NY,New York,11.17647059,12.20588235,0,13.3,13599.17647,2930,New York,1661478.4285714286,79930.57142857143,109087.85714285714,65324.71428571428
New York,NY,New York,11.86753185,13.12770175,0,14.45700802,11573.87588,10715,New York,195137.85517241378,117997.10344827586,100340.43448275862,62431.45517241379
Newark,NJ,New Jersey,15.80674157,17.25280899,1,18.71573034,9341.797753,4509,New Jersey,617161.4285714285,25188.89285714286,39936.392857142855,35134.75
Newport Beach,CA,California,8.147826087,9.065217391,0,10.12608696,11109.91304,1370,California,11653249.0,145012.0,86169.0,71003.0
Newport News,VA,Virginia,13.16956522,14.34782609,1,15.55434783,11786.02174,1002,Virginia,4173451.6470588236,3816012.9411764704,83365.5294117647,38825.58823529412
Newton,MA,Massachusetts,8.35,9.265,0,10.36,12771.9,1914,Massachusetts,1285402.0,24128.0,300000.0,69411.0
Norfolk,VA,Virginia,13.34556962,14.67848101,1,16.05822785,9220.291139,1759,Virginia,1529049.7037037036,428013.3703703704,73373.81481481482,41977.666666666664
Norman,OK,Oklahoma,14.07333333,15.72,1,17.38333333,11091.73333,269,Oklahoma,22409347.0,1700947.5833333333,84925.0,45152.666666666664
North Charleston,SC,South Carolina,15.47666667,16.87666667,1,18.23666667,9745.533333,574,South Carolina,5578201.333333333,281352.44444444444,48213.666666666664,40944.0
North Las Vegas,NV,Nevada,14.27884615,15.44038462,1,16.6,12516.98077,992,Nevada,2078793.0,0.0,46264.230769230766,36796.0
Norwalk,CA,California,10.54680851,11.57234043,0,12.64893617,12201.19149,4133,California,1329176.6666666667,16353.666666666666,112916.33333333333,40548.88888888889
O'Fallon,MO,Missouri,10.85909091,12.16363636,0,13.5,10817.18182,1149,Missouri,12427271.0,0.0,111008.5,49893.833333333336
Oakland,CA,California,11.47894737,12.51052632,0,13.61578947,10281.87719,2991,California,2744910.5789473685,36306.491228070176,87993.35087719298,52918.94736842105
Oceanside,CA,California,11.225,12.29444444,0,13.40833333,13923.83333,1644,California,3659493.846153846,82725.15384615384,53834.307692307695,48231.0
Odessa,TX,Texas,12.76923077,13.86923077,0,15.03076923,11531.53846,1052,Texas,164543473.15384614,794924.0,133902.53846153847,49961.692307692305
Ogden,UT,Utah,14.29615385,15.62692308,1,16.95769231,9554.692308,1230,Utah,5105386.714285715,63595.0,113885.35714285714,44270.142857142855
Oklahoma City,OK,Oklahoma,14.54174312,15.82889908,1,17.15321101,7981.458716,417,Oklahoma,4631772.136363637,40227.28787878788,59865.0,38190.606060606064
Olathe,KS,Kansas,9.413333333,10.56,0,11.80333333,12587.2,880,Kansas,22066290.692307692,287686.0,172197.84615384616,52214.692307692305
Omaha,NE,Nebraska,11.05655172,12.26413793,0,13.52827586,8461.124138,1309,Nebraska,3421830.873015873,52563.47619047619,83962.8253968254,40605.920634920636
Ontario,CA,California,12.81538462,14.05128205,1,15.29230769,12608.79487,1429,California,2960377.0,366.53846153846155,71871.69230769231,43131.307692307695
Orange,CA,California,10.44166667,11.53611111,0,12.68333333,11368.0,2086,California,2375542.0833333335,43761.0,100843.75,60467.416666666664
Orem,UT,Utah,10.724,12.072,0,13.492,10598.24,2044,Utah,1878900.125,0.0,107523.5,44377.625
Orlando,FL,Florida,13.23,14.51375,1,15.8475,8935.825,1003,Florida,12345092.282608695,636812.7608695652,52459.63043478261,44294.67391304348
Overland Park,KS,Kansas,7.882,8.86,0,9.97,10401.7,1003,Kansas,11525356.5,150637.75,124774.75,65653.375
Oxnard,CA,California,13.53414634,14.98780488,1,16.4195122,14480.41463,3040,California,2994521.6428571427,12619.42857142857,79347.07142857143,47765.57142857143
Palatine,IL,Illinois,9.217647059,10.29411765,0,11.45882353,12098.29412,1916,Illinois,3970178.8333333335,18581.0,233137.0,63550.5
Palm Bay,FL,Florida,13.87222222,14.95555556,1,16.08888889,17198.33333,456,Florida,17901348.625,6788962.375,43632.375,44195.75
Palm Coast,FL,Florida,12.75882353,13.84705882,0,14.95882353,13266.94118,364,Florida,9642863.666666666,26339088.0,38276.833333333336,40020.833333333336
Palmdale,CA,California,14.13611111,15.26666667,1,16.425,12726.47222,564,California,4650098.555555556,12934.444444444445,46988.77777777778,44111.444444444445
Parma,OH,Ohio,12.52083333,13.68333333,0,14.875,10200.125,1506,Ohio,1863261.8181818181,2946.909090909091,91830.81818181818,40986.454545454544
Pasadena,CA,California,11.68630137,12.72739726,0,13.82328767,11759.0411,2371,California,1932065.5,4276.6875,108683.5,62020.0625
Passaic,NJ,New Jersey,16.325,17.8875,1,19.425,13083.9375,8590,New Jersey,548321.8,4254.6,83688.4,44386.4
Paterson,NJ,New Jersey,16.69142857,17.91428571,1,19.16285714,12531.34286,6665,New Jersey,765212.2941176471,30501.529411764706,51711.17647058824,39484.94117647059
Pawtucket,RI,Rhode Island,15.62173913,16.86086957,1,18.0826087,9280.173913,3212,Rhode Island,1084918.2222222222,28124.444444444445,125738.66666666667,48703.11111111111
Pearland,TX,Texas,10.13529412,11.07058824,0,12.07647059,16103.29412,981,Texas,13116883.5,8545.25,134362.25,58133.25
Pembroke Pines,FL,Florida,10.92903226,11.80322581,0,12.70967742,14975.41935,2051,Florida,2940113.75,160340.0,89063.25,44704.375
Peoria,AZ,Arizona,12.12289157,13.31566265,0,14.52048193,9724.349398,386,Arizona,3343539.3529411764,3246.470588235294,80397.05882352941,42783.41176470588
Perris,CA,California,15.3,16.51666667,1,17.775,17092.66667,970,California,24324655.0,100492.0,49798.5,42085.5
Pharr,TX,Texas,13.86363636,15.52727273,1,17.18181818,19200.0,1292,Texas,9211185.75,0.0,31762.25,35530.75
Philadelphia,PA,Pennsylvania,14.69761905,16.16878307,1,17.70714286,12111.01058,4554,Pennsylvania,849168.0344827586,42202.75862068965,66293.7643678161,41591.3908045977
Phoenix,AZ,Arizona,13.14804469,14.45586592,1,15.79581006,12114.16201,1253,Arizona,11138463.416,63563.712,64688.736,41722.84
Pittsburgh,PA,Pennsylvania,12.90542636,14.39689922,1,15.98372093,7108.55814,2093,Pennsylvania,2643614.7802197803,48412.46153846154,80147.14285714286,49797.89010989011
Plano,TX,Texas,9.078333333,10.08333333,0,11.19666667,12992.05,1549,Texas,3218540.0416666665,17557.083333333332,147311.125,58290.75
Plantation,FL,Florida,11.44090909,12.42272727,0,13.45454545,11584.77273,1685,Florida,2548477.375,27475.75,121995.875,43318.875
Pleasanton,CA,California,8.06875,8.9125,0,9.89375,13178.4375,1307,California,15487254.0,0.0,151141.0,78800.0
Plymouth,MN,Minnesota,7.470588235,8.370588235,0,9.376470588,12454.58824,941,Minnesota,3736741.0,807214.0,69570.66666666667,65264.833333333336
Pomona,CA,California,12.93714286,14.28,1,15.60571429,12776.4,2548,California,1605779.1818181819,1118.3636363636363,73233.63636363637,43848.181818181816
Pompano Beach,FL,Florida,13.33571429,14.50357143,1,15.68928571,10697.67857,1802,Florida,2682757.5,63730.3,46169.8,49338.5
Port St. Lucie,FL,Florida,13.16521739,14.2173913,1,15.26521739,21468.73913,653,Florida,112474847.66666667,807690.0,79784.66666666667,43543.333333333336
Portland,ME,Maine,12.21525424,13.56610169,0,15.03841808,11015.81356,1185,Maine,2416950.0,265275.0,47309.42857142857,56055.42857142857
Portsmouth,VA,Virginia,13.47878788,14.82727273,1,16.16969697,8685.0,1094,Virginia,3198433.090909091,329800.36363636365,42045.63636363636,35099.09090909091
Providence,RI,Rhode Island,15.61707317,17.05365854,1,18.51219512,13027.46341,3773,Rhode Island,1289293.0,101140.0,92500.31578947368,40462.05263157895
Provo,UT,Utah,12.51333333,14.62666667,1,16.59666667,11248.6,1080,Utah,3177773.0,0.0,60890.3,37093.1
Pueblo,CO,Colorado,13.7025,14.845,1,15.9975,7994.375,789,Colorado,3070884.6,68950.73333333334,90556.4,35783.333333333336
Quincy,MA,Massachusetts,10.89545455,12.09545455,0,13.35454545,12582.40909,2200,Massachusetts,5591012.0,3756625.7,101575.5,58470.1
Racine,WI,Wisconsin,12.75416667,13.76666667,0,14.78333333,9856.791667,1915,Wisconsin,4230178.692307692,736696.7692307692,87149.61538461539,42783.07692307692
Raleigh,NC,North Carolina,10.79680851,12.06808511,0,13.50106383,12889.20213,1254,North Carolina,7859345.921052632,108729.86842105263,95246.65789473684,49382.65789473684
Rancho Cucamonga,CA,California,10.9516129,11.87741935,0,12.83225806,15993.77419,1709,California,4161833.8,689.4,59902.0,53485.8
Rapid City,SD,South Dakota,10.27142857,11.31428571,0,12.4047619,9707.857143,546,South Dakota,66896198.375,214018.875,79828.375,44047.5
Reading,PA,Pennsylvania,18.08965517,19.42413793,1,20.77931034,9111.931034,3466,Pennsylvania,5950449.125,88690.125,74863.8125,44871.1875
Redding,CA,California,12.77931034,14.06551724,1,15.4,9294.275862,599,California,10057194.2,650149.6,44433.1,49421.0
Redlands,CA,California,10.95789474,12.18421053,0,13.50526316,10854.78947,770,California,7601589.875,2831.0,98811.25,58508.375
Redondo Beach,CA,California,8.533333333,9.406666667,0,10.38,13349.6,4158,California,1252803.5714285714,277709.85714285716,187587.14285714287,69895.14285714286
Redwood City,CA,California,9.927272727,10.91818182,0,11.98181818,10473.54545,1721,California,2210803.888888889,0.0,115783.66666666667,68117.22222222222
Reno,NV,Nevada,12.7826087,14.05652174,1,15.37101449,9791.73913,907,Nevada,12256841.148148147,209550.40740740742,74383.4074074074,44449.666666666664
Renton,WA,Washington,11.28846154,12.26538462,0,13.29230769,10490.0,1676,Washington,3972561.6153846155,11684.0,104815.23076923077,55137.46153846154
Rialto,CA,California,13.78387097,15.01612903,1,16.28387097,9597.193548,1665,California,7883929.428571428,250746.42857142858,54083.71428571428,43595.42857142857
Richardson,TX,Texas,9.723076923,10.79230769,0,11.94230769,11448.30769,1639,Texas,2978099.777777778,3289.222222222222,146801.88888888888,51468.88888888889
Richmond,CA,California,12.99479167,14.3625,1,15.815625,9621.125,1420,California,3413783.5555555555,1219084.4444444445,109158.33333333333,47075.88888888889
Rio Rancho,NM,New Mexico,12.5,13.51111111,0,14.56666667,14586.27778,370,New Mexico,36534985.0,84505.5,108392.83333333333,58086.333333333336
Riverside,CA,California,13.26666667,14.47083333,1,15.7125,12660.5,1574,California,4576321.838709678,22586.548387096773,95226.64516129032,44866.06451612903
Roanoke,VA,Virginia,13.896,15.136,1,16.436,11643.84,900,Virginia,10975919.0,61115.5,129359.78571428571,45291.71428571428
Rochester,MN,Minnesota,14.67767857,15.99107143,1,17.38125,8499.276786,831,Minnesota,31075097.714285713,177687.42857142858,138477.64285714287,50119.142857142855
Rochester Hills,MI,Michigan,9.695454545,10.85,0,12.05454545,9681.136364,877,Michigan,4109528.888888889,120504.11111111111,99036.11111111111,57448.666666666664
Rock Hill,SC,South Carolina,14.07916667,15.55,1,17.04166667,8269.25,750,South Carolina,37249101.7,862302.7,45369.9,46179.8
Rockford,IL,Illinois,14.11272727,15.27090909,1,16.44363636,8337.963636,873,Illinois,6328505.52,113981.8,68497.16,41956.48
Roseville,CA,California,10.20322581,11.31935484,0,12.50967742,11495.48387,1239,California,3491422.090909091,306.0,118634.27272727272,63012.27272727273
Roswell,GA,Georgia,9.03,10.06,0,11.175,13251.9,898,Georgia,6590431.0,170414.5,91091.0,63321.5
Round Rock,TX,Texas,11.04230769,12.18076923,0,13.38846154,11524.69231,1421,Texas,5024729.428571428,39931.42857142857,175812.14285714287,46537.57142857143
Sacramento,CA,California,12.95726496,13.97008547,1,15.01196581,11960.26496,2029,California,7702247.666666667,146763.15151515152,90192.5,46426.90909090909
Salem,OR,Oregon,14.19487179,15.57948718,1,17.01025641,11894.46154,1382,Oregon,18662187.0,202800.07692307694,48855.307692307695,44413.153846153844
Salinas,CA,California,14.18823529,15.61764706,1,17.03235294,13274.0,2562,California,50814091.333333336,467253.1666666667,122695.75,48131.833333333336
Salt Lake City,UT,Utah,10.95535714,12.19285714,0,13.52857143,9987.392857,699,Utah,4834656.571428572,146.8,105993.0,54216.514285714286
San Angelo,TX,Texas,12.275,13.41666667,0,14.5125,11649.91667,653,Texas,170910255.25,3116247.6666666665,84929.58333333333,40504.083333333336
San Antonio,TX,Texas,12.64249201,13.82683706,0,15.03482428,12721.88179,1231,Texas,11257128.607407408,285348.4666666667,76895.44444444444,42632.8962962963
San Bernardino,CA,California,15.8,17.00535714,1,18.23214286,11245.78571,1341,California,2867509.0625,26804.1875,53289.9375,35360.0
Ventura,CA,California,11.06538462,12.12692308,0,13.23461538,12280.0,1925,California,3728539.4444444445,202143.88888888888,84752.44444444444,52287.11111111111
San Diego,CA,California,10.56006944,11.68298611,0,12.87291667,13618.20139,1686,California,2791242.5922330096,30910.631067961163,110044.73786407767,55298.49514563107
San Francisco,CA,California,9.329441624,10.28172589,0,11.37614213,12262.46193,7256,California,651063.5324675324,121980.22077922078,109217.58441558441,71959.81818181818
San Jose,CA,California,9.614883721,10.60418605,0,11.65255814,13198.42791,2218,California,2654089.520547945,440.67123287671234,139497.61643835617,62848.57534246575
San Leandro,CA,California,10.53333333,11.33333333,0,12.11904762,12135.28571,2570,California,1979348.8333333333,0.0,94280.16666666667,58017.333333333336
San Marcos,CA,California,11.075,12.165,0,13.31,12567.15,1532,California,3426191.5,0.0,53125.5,46861.5
San Mateo,CA,California,9.003571429,9.878571429,0,10.81428571,10415.03571,3312,California,1534493.4,0.0,195096.6,72098.9
San Ramon,CA,California,7.911764706,8.758823529,0,9.747058824,12729.17647,1570,California,19275921.4,709527.0,141478.2,74368.2
Sandy,UT,Utah,9.822222222,11.06296296,0,12.33703704,9715.814815,1544,Utah,6573028.181818182,3945.909090909091,159835.63636363635,56725.27272727273
Sandy Springs,GA,Georgia,8.903846154,9.819230769,0,10.84230769,10828.57692,1122,Georgia,3594716.0,308754.0,53254.0,46652.0
