State_Name,State_ab,City,ALand,AWater,Median,Stdev
Alabama,AL,Wadley,7764034,34284,11326,10911.1105596114
Alabama,AL,Adamsville,65064935,29719,85644,101255.62825848699
Alabama,AL,Akron,1776164,13849,20009,24839.9829145421
Alabama,AL,Albertville,68731806,258708,85168,113147.596969836
Alabama,AL,Alexandria,28834974,33099,92686,92828.3528811165
Alabama,AL,Oneonta,2690288,1452,72651,68954.9676827159
Alabama,AL,Walnut Grove,11193369,25442,45447,39522.5864474801
Alabama,AL,Anderson,3347216,1520,74670,78423.6274343179
Alabama,AL,Arab,34345826,346373,300000,49341.996372404006
Alabama,AL,Ardmore,5289466,21830,73785,101398.06300754801
Alabama,AL,Odenville,27893577,150331,86061,73434.7553097582
Alabama,AL,Arley,9740655,33989,49775,23405.958309527003
Alabama,AL,Ashland,18986275,85046,63003,48055.7877349791
Alabama,AL,Athens,103245839,659827,111583,152581.769456703
Alabama,AL,Attalla,18079281,0,76235,92890.4632801784
Alabama,AL,Autaugaville,19936288,526181,58862,15092.0863331447
Alabama,AL,Satsuma,10164766,28960,94953,84787.2468594984
Alabama,AL,Baileyton,13620112,146518,72563,141888.400209742
Alabama,AL,Hokes Bluff,60996781,485209,71242,19697.177426789898
Alabama,AL,Bay Minette,44692221,196438,81210,112772.623533399
Alabama,AL,Linden,35295458,345562,67688,24820.6879976986
Alabama,AL,Guin,11882781,0,98649,61699.086144940804
Alabama,AL,Fayette,3588962,0,63141,61814.863225688205
Alabama,AL,Mobile,4022920,939300,77914,39566.312660744305
Alabama,AL,Berry,27884733,15029,62350,74776.4315801625
Alabama,AL,Billingsley,3383297,3909,66575,142306.254441491
Alabama,AL,Birmingham,378353942,6591013,71497,93195.00944401631
Alabama,AL,Blountsville,14039365,179778,80192,134268.913013006
Alabama,AL,Skipperville,7500883,0,300000,71762.3932510029
Alabama,AL,Boaz,37683451,161880,90424,132871.405268833
Alabama,AL,Childersburg,3436489,15386,30862,34632.842668399
Alabama,AL,Camden,6888209,30520,8378,15730.312106556
Alabama,AL,Maylene,5688362,26749,75680,72753.72271366
Alabama,AL,Brewton,29044814,609964,77399,121191.235314796
Alabama,AL,Brighton,3673771,0,27294,35419.5061062448
Alabama,AL,Walnut Grove,28083738,0,87497,70370.261715407
Alabama,AL,Mount Olive,16582314,27676,83777,137661.010347761
Alabama,AL,Gaylesville,12156602,0,47027,52587.0818675486
Alabama,AL,Mount Vernon,1003273,92976,300000,33733.7532994277
Alabama,AL,Camden,10836797,34892,75524,69934.6736642108
Alabama,AL,Carbon Hill,14245476,221464,36161,53726.399122718896
Alabama,AL,Boaz,41929653,12741,61531,63771.163771360705
Alabama,AL,Andalusia,2871453,20504,65426,52847.7990779071
Alabama,AL,Castleberry,4431204,48957,26819,47452.885884328796
