city,State_ab,State_name,Low_Confidence_Limit,Data_Value,High_Confidence_Limit,PopulationCount
Clifton,NJ,New Jersey,11.58888889,12.56111111,13.54444444,14022.66667
Clovis,CA,California,11.404,12.372,13.38,11475.64
College Station,TX,Texas,12.56428571,14.96785714,17.45357143,10056.10714
Colorado Springs,CO,Colorado,11.61238095,12.83809524,14.12666667,11897.52381
Columbia,SC,South Carolina,13.47888889,15.35111111,17.27444444,7924.911111
Columbus,OH,Ohio,14.32299652,15.74285714,17.22508711,10211.33449
Compton,CA,California,14.67419355,16.06451613,17.41935484,9334.354839
Concord,CA,California,11.68909091,12.82909091,14.00545455,10970.45455
Coral Springs,FL,Florida,11.85,12.92142857,14.06785714,12974.57143
Corona,CA,California,12.23783784,13.35405405,14.47027027,12354.64865
Corpus Christi,TX,Texas,12.47894737,13.56052632,14.65263158,12047.81579
Costa Mesa,CA,California,11.22592593,12.44814815,13.71851852,12217.7037
Cranston,RI,Rhode Island,12.32105263,13.55263158,14.86315789,12692.68421
Dallas,TX,Texas,12.99248366,14.29869281,15.67091503,11742.66993
Daly City,CA,California,8.663636364,9.45,10.27272727,13789.5
Danbury,CT,Connecticut,10.95882353,12,13.04705882,14275.23529
Davenport,IA,Iowa,12.03333333,13.15454545,14.32424242,9061.212121
Davie,FL,Florida,11.56086957,12.64347826,13.75652174,11996.82609
Dayton,OH,Ohio,16.28474576,17.95762712,19.58644068,7193.440678
Dearborn,MI,Michigan,15.20769231,16.95,18.73846154,11325.34615
Decatur,IL,Illinois,13.68064516,14.91612903,16.17741935,7366.645161
Deerfield Beach,FL,Florida,13.01578947,14.13684211,15.28947368,11844.94737
Deltona,FL,Florida,14.23157895,15.2,16.16315789,13448.21053
Denton,TX,Texas,12.75862069,14.33793103,16.0137931,11728.48276
Denver,CO,Colorado,10.59172414,11.75448276,13.03310345,12417.06207
Des Moines,IA,Iowa,12.095,13.275,14.49333333,10171.41667
Detroit,MI,Michigan,17.33639456,18.99217687,20.71564626,7283.234694
Downey,CA,California,11.02173913,12.10869565,13.24782609,14577.6087
Duluth,MN,Minnesota,10.92162162,12.38108108,13.87027027,6993.891892
Durham,NC,North Carolina,12.025,13.29666667,14.65,11415.91667
Edinburg,TX,Texas,13.34,14.95333333,16.6,15420
Edmond,OK,Oklahoma,11.8125,13.15416667,14.6125,10175.625
El Cajon,CA,California,13.58333333,14.67666667,15.81333333,9947.8
El Monte,CA,California,12.565625,13.853125,15.140625,10637
El Paso,TX,Texas,12.30601504,13.69022556,15.11052632,14641.6391
Elgin,IL,Illinois,11.70740741,12.81111111,13.95555556,12018.85185
Elizabeth,NJ,New Jersey,15.32857143,16.47142857,17.59285714,13389.53571
Elk Grove,CA,California,10.7,11.59333333,12.51666667,15301.5
Erie,PA,Pennsylvania,17.103125,18.575,20.0375,9542.4375
Escondido,CA,California,12.24857143,13.41714286,14.58857143,12334.74286
Eugene,OR,Oregon,13.54444444,15.17555556,16.88,10412.15556
Evanston,IL,Illinois,9.1,10.135,11.305,11172.9
Evansville,IN,Indiana,16.25813953,17.8255814,19.41627907,8192.232558
Everett,WA,Washington,12.89285714,14.1,15.30357143,11036.92857
Fairfield,CA,California,12.35714286,13.25,14.15714286,11283.82143
Fall River,MA,Massachusetts,16.02592593,17.51481481,19.01481481,9873
Fargo,ND,North Dakota,10.01851852,11.47777778,12.99259259,11727.66667
Farmington Hills,MI,Michigan,9.533333333,10.51666667,11.6,9967.375
Fayetteville,AR,Arkansas,13.67681159,15.04492754,16.37971014,11918.37681
Federal Way,WA,Washington,12.99047619,13.95238095,14.94285714,12757.90476
Fishers,IN,Indiana,9.472727273,10.60909091,11.91818182,20943.81818
Flint,MI,Michigan,18.6804878,20.13902439,21.67560976,7494.219512
Folsom,CA,California,9.433333333,10.45555556,11.59444444,12031.61111
Fontana,CA,California,13.26216216,14.47837838,15.70810811,15897.48649
Fort Collins,CO,Colorado,10.61666667,12.2375,13.89583333,8998.208333
Fort Lauderdale,FL,Florida,12.72307692,13.95961538,15.24807692,9548.769231
Fort Smith,AR,Arkansas,15.73913043,17.00434783,18.30869565,11244.65217
Fort Wayne,IN,Indiana,14.87125,16.27125,17.7325,9512.8625
Fort Worth,TX,Texas,13.53703704,14.74320988,15.9691358,13725.34568
Fremont,CA,California,7.66,8.391111111,9.213333333,14272.6
Fresno,CA,California,14.12936508,15.31904762,16.52539683,11777.37302
Frisco,TX,Texas,8.834285714,9.96,11.25428571,10027.45714
Fullerton,CA,California,10.48,11.56285714,12.72,11585.22857
Gainesville,FL,Florida,14.14102564,15.96666667,17.87948718,9565.410256
Garden Grove,CA,California,11.44090909,12.45227273,13.48409091,11650.84091
Garland,TX,Texas,13.14,14.272,15.43,13611.44
Gary,IN,Indiana,16.9,18.4,19.97575758,7299.454545
Gastonia,NC,North Carolina,14.22258065,15.50322581,16.79032258,6940.935484
Gilbert,AZ,Arizona,10.22340426,11.42978723,12.70212766,13305.42553
Glendale,AZ,Arizona,12.25048544,13.40291262,14.59514563,12186.50485
Grand Prairie,TX,Texas,12.9925,14.0425,15.1075,13153.25
Grand Rapids,MI,Michigan,13.89444444,15.46666667,17.17407407,10446.66667
Greeley,CO,Colorado,12.34705882,13.77352941,15.21176471,8193.529412
Green Bay,WI,Wisconsin,12.334375,13.59375,14.890625,9755.34375
Greensboro,NC,North Carolina,12.3962963,13.68148148,15.02592593,9987.259259
Greenville,NC,North Carolina,13.432,15.368,17.264,10146.4
Gresham,OR,Oregon,15.2,16.45555556,17.75925926,11732.66667
Gulfport,MS,Mississippi,14.58333333,15.875,17.23333333,8474.125
Hammond,IN,Indiana,15.38571429,16.48095238,17.61904762,11547.14286
Hampton,VA,Virginia,12.75714286,13.91428571,15.01714286,11780.22857
Hartford,CT,Connecticut,15.49047619,16.84761905,18.22380952,8912.5
Hawthorne,CA,California,12.86521739,14.0173913,15.2,10991.69565
Hayward,CA,California,11.11052632,11.95,12.80789474,11382.68421
Hemet,CA,California,14.39166667,15.41666667,16.47916667,9830.791667
Henderson,NV,Nevada,11.26911765,12.36617647,13.5,11369.72059
Hesperia,CA,California,14.7,15.73888889,16.8,15028.22222
Hialeah,FL,Florida,13.38409091,14.86818182,16.37045455,15318.22727
High Point,NC,North Carolina,13.06285714,14.23714286,15.48285714,8945.542857
Hillsboro,OR,Oregon,11.91304348,13.16956522,14.47391304,11946.13043
Hollywood,FL,Florida,12.8,13.86216216,14.94324324,11413.62162
Honolulu,HI,Hawaii,9.553813559,10.31779661,11.08601695,12116.84322
Hoover,AL,Alabama,10.34,11.57,12.93,8161
Houston,TX,Texas,12.53032491,13.80631769,15.12743682,11367.52347
Huntington Beach,CA,California,9.866666667,10.93333333,12.07083333,11874.5
Huntsville,AL,Alabama,13.575,14.96166667,16.43333333,9003.583333
Independence,MO,Missouri,13.79333333,15.01,16.22666667,11682.36667
Indianapolis,IN,Indiana,14.26481481,15.64259259,17.07777778,11395.06944
Indio,CA,California,13.03181818,14.36818182,15.71363636,10366.77273
Inglewood,CA,California,12.8030303,14.10909091,15.45757576,9970.242424
Iowa City,IA,Iowa,10.78421053,12.49473684,14.18421053,10715.05263
Irvine,CA,California,8.721621622,9.689189189,10.73243243,17218.16216
Irving,TX,Texas,12.42407407,13.56851852,14.75185185,12016.05556
Jackson,MS,Mississippi,15.02181818,16.83272727,18.68363636,9464.381818
Jacksonville,FL,Florida,13.74076087,14.99891304,16.27880435,14542.20109
Jersey City,NJ,New Jersey,12.04117647,13.13088235,14.30441176,10923.39706
Johns Creek,GA,Georgia,7.95625,8.7875,9.75,14386.5
Joliet,IL,Illinois,13.01489362,14.12978723,15.2893617,9410.553191
Jonesboro,AR,Arkansas,14.425,15.83125,17.3,12611.4375
Kalamazoo,MI,Michigan,15.66521739,17.28695652,18.96956522,9686.130435
Kansas City,KS,Kansas,13.7646789,15.02155963,16.34082569,8332.357798
Kenner,LA,Louisiana,14.185,15.305,16.5,10005.3
Kennewick,WA,Washington,14.31875,15.55625,16.7875,13859.4375
Kenosha,WI,Wisconsin,12.25517241,13.41034483,14.62068966,10263.24138
Kent,WA,Washington,13.516,14.536,15.6,11089.32
Killeen,TX,Texas,14.2137931,15.2,16.24482759,13231.62069
Knoxville,TN,Tennessee,14.06428571,15.71714286,17.48285714,7662.514286
Lafayette,IN,Indiana,14.80877193,16.3877193,18.01052632,9882.175439
Lake Charles,LA,Louisiana,15.29583333,16.77916667,18.27916667,8999.125
Lake Forest,CA,California,9.761111111,10.72222222,11.77222222,12877.33333
Lakeland,FL,Florida,14.1195122,15.47317073,16.83170732,7128.02439
Lakewood,CA,California,10.24769231,11.28307692,12.36923077,10293.26154
Lancaster,CA,California,13.99722222,15.01944444,16.08055556,13052.75
Lansing,MI,Michigan,15.00714286,16.33333333,17.72380952,8161.97619
Laredo,TX,Texas,14.4559322,16.30508475,18.15932203,12004.50847
Largo,FL,Florida,12.95135135,14.20540541,15.47027027,6295.243243
Las Cruces,NM,New Mexico,12.99259259,14.35925926,15.78518519,10845.81481
Las Vegas,NV,Nevada,12.87419355,14.00193548,15.16064516,11298.20645
Lauderhill,FL,Florida,15.03529412,16.48823529,17.92941176,11803.58824
Lawrence,KS,Kansas,13.2525,14.78,16.3125,12301.5
Lawton,OK,Oklahoma,15.71666667,17.00666667,18.20666667,9686.7
Layton,UT,Utah,10.96,12.2,13.46,10096.1
League City,TX,Texas,10.67142857,11.75,12.87857143,17903.85714
Lee's Summit,MO,Missouri,10.6,11.86956522,13.16521739,11916.47826
Lewisville,TX,Texas,11.24117647,12.42352941,13.68529412,8407.941176
Lexington,KY,Kentucky,13.19404762,14.76666667,16.4,10564.39286
Lincoln,NE,Nebraska,9.973972603,11.24520548,12.60273973,10618.28767
Little Rock,AR,Arkansas,12.68113208,13.85283019,15.09245283,10954.01887
Livermore,CA,California,9.80952381,10.87619048,12.0047619,11566.85714
Livonia,MI,Michigan,10.66363636,11.96363636,13.30909091,8812.909091
Long Beach,CA,California,12.2036036,13.30540541,14.44324324,12493.42342
Longmont,CO,Colorado,10.42,11.52,12.68,12938.25
Longview,TX,Texas,14.08695652,15.18695652,16.3173913,10494.04348
Los Angeles,CA,California,12.00361446,13.26666667,14.55803213,11423.41165
Louisville,KY,Kentucky,13.53241758,14.86428571,16.25274725,9845.967033
Loveland,CO,Colorado,10.26111111,11.43333333,12.63333333,11143.16667
Lowell,MA,Massachusetts,14.22962963,15.52222222,16.84074074,11835.44444
Lubbock,TX,Texas,13.23709677,14.75322581,16.36451613,11108.37097
Lynchburg,VA,Virginia,13.69047619,15,16.35238095,10795.42857
Lynn,MA,Massachusetts,13.83333333,14.87083333,15.90833333,11291.125
Lynwood,CA,California,14.82857143,16.4,17.95714286,14951.14286
Macon,GA,Georgia,14.98378378,16.35945946,17.82432432,7406.594595
Madison,WI,Wisconsin,10.00298507,11.39850746,12.86865672,10441.95522
Manchester,NH,New Hampshire,13.08387097,14.47741935,15.91290323,10603.06452
Manteca,CA,California,13.08947368,14.03684211,15.01578947,10594.10526
McAllen,TX,Texas,12.12592593,13.67407407,15.25185185,14429.85185
McKinney,TX,Texas,10.46296296,11.6,12.84444444,14567.37037
Medford,OR,Oregon,15.03636364,16.52727273,18.04090909,10213.68182
Melbourne,FL,Florida,13.19166667,14.45416667,15.75416667,9504.25
Memphis,TN,Tennessee,14.96166667,16.49888889,18.08888889,10781.38333
Menifee,CA,California,11.94,12.96,14.004,9302.28
Merced,CA,California,15.265,16.485,17.695,11842.5
Meridian,ID,Idaho,10.75,11.93,13.2,22527.6
Mesa,AZ,Arizona,12.11544715,13.34308943,14.59105691,10708.02439
Mesquite,TX,Texas,13.89117647,15.04411765,16.22058824,12336.08824
Miami,FL,Florida,13.6184466,15.04660194,16.48543689,11634.15534
Miami Beach,FL,Florida,10.72258065,11.90645161,13.12580645,8494.741935
Miami Gardens,FL,Florida,15.252,16.66,18.092,12860
Midland,TX,Texas,11.66153846,12.73461538,13.82692308,12822.96154
Milpitas,CA,California,8.058823529,8.9,9.805882353,11782.47059
Milwaukee,WI,Wisconsin,14.60280374,16.13878505,17.73971963,8338.658879
Minneapolis,MN,Minnesota,10.22372881,11.40169492,12.68474576,9726.559322
Miramar,FL,Florida,12.65555556,13.67222222,14.71666667,20340.16667
Mission,TX,Texas,13.23529412,14.77058824,16.28823529,13598
Mission Viejo,CA,California,9.228,10.224,11.284,11196.6
Missoula,MT,Montana,11.11666667,12.64444444,14.23888889,11131.33333
Missouri City,TX,Texas,10.325,11.405,12.57,10103.7
Mobile,AL,Alabama,15.30649351,16.78701299,18.31688312,7600.87013
Modesto,CA,California,14.38125,15.55833333,16.72916667,12572.70833
Montgomery,AL,Alabama,14.85,16.38064516,17.9483871,9955.822581
Moreno Valley,CA,California,14.4,15.49130435,16.61956522,12610.76087
Mt. Pleasant,SC,South Carolina,9.607692308,10.83076923,12.17692308,15655.84615
Mount Vernon,NY,New York,12.76818182,13.95454545,15.15,9176.181818
Mountain View,CA,California,8.013636364,8.813636364,9.740909091,10098.63636
Muncie,IN,Indiana,16.74615385,18.65769231,20.55,8085.038462
Murfreesboro,TN,Tennessee,12.68148148,14.2,15.76296296,12083.7037
Murrieta,CA,California,11.63888889,12.68333333,13.77777778,17242.22222
Nampa,ID,Idaho,13.23125,14.4625,15.7125,15291.375
Napa,CA,California,11.3375,12.5125,13.72916667,9612.333333
Naperville,IL,Illinois,8.392105263,9.421052632,10.64473684,11198.52632
Nashua,NH,New Hampshire,11.515,12.815,14.15,12974.1
Nashville,TN,Tennessee,12.88924051,14.29936709,15.77405063,11415.60759
New Bedford,MA,Massachusetts,16.4030303,17.77272727,19.16666667,8642.909091
New Britain,CT,Connecticut,14.69565217,15.86086957,17.06521739,9548.608696
New Haven,CT,Connecticut,13.27575758,14.56969697,15.93939394,11798.09091
New Orleans,LA,Louisiana,14.6137931,16.26206897,17.98505747,5928.005747
New Rochelle,NY,New York,11.17647059,12.20588235,13.3,13599.17647
New York,NY,New York,11.86753185,13.12770175,14.45700802,11573.87588
Newark,NJ,New Jersey,15.80674157,17.25280899,18.71573034,9341.797753
Newport Beach,CA,California,8.147826087,9.065217391,10.12608696,11109.91304
Newport News,VA,Virginia,13.16956522,14.34782609,15.55434783,11786.02174
Newton,MA,Massachusetts,8.35,9.265,10.36,12771.9
Norfolk,VA,Virginia,13.34556962,14.67848101,16.05822785,9220.291139
Norman,OK,Oklahoma,14.07333333,15.72,17.38333333,11091.73333
North Charleston,SC,South Carolina,15.47666667,16.87666667,18.23666667,9745.533333
North Las Vegas,NV,Nevada,14.27884615,15.44038462,16.6,12516.98077
Norwalk,CA,California,10.54680851,11.57234043,12.64893617,12201.19149
O'Fallon,MO,Missouri,10.85909091,12.16363636,13.5,10817.18182
Oakland,CA,California,11.47894737,12.51052632,13.61578947,10281.87719
Oceanside,CA,California,11.225,12.29444444,13.40833333,13923.83333
Odessa,TX,Texas,12.76923077,13.86923077,15.03076923,11531.53846
Ogden,UT,Utah,14.29615385,15.62692308,16.95769231,9554.692308
Oklahoma City,OK,Oklahoma,14.54174312,15.82889908,17.15321101,7981.458716
Olathe,KS,Kansas,9.413333333,10.56,11.80333333,12587.2
Omaha,NE,Nebraska,11.05655172,12.26413793,13.52827586,8461.124138
Ontario,CA,California,12.81538462,14.05128205,15.29230769,12608.79487
Orange,CA,California,10.44166667,11.53611111,12.68333333,11368
Orem,UT,Utah,10.724,12.072,13.492,10598.24
Orlando,FL,Florida,13.23,14.51375,15.8475,8935.825
Overland Park,KS,Kansas,7.882,8.86,9.97,10401.7
Oxnard,CA,California,13.53414634,14.98780488,16.4195122,14480.41463
Palatine,IL,Illinois,9.217647059,10.29411765,11.45882353,12098.29412
Palm Bay,FL,Florida,13.87222222,14.95555556,16.08888889,17198.33333
Palm Coast,FL,Florida,12.75882353,13.84705882,14.95882353,13266.94118
Palmdale,CA,California,14.13611111,15.26666667,16.425,12726.47222
Parma,OH,Ohio,12.52083333,13.68333333,14.875,10200.125
Pasadena,CA,California,11.68630137,12.72739726,13.82328767,11759.0411
Passaic,NJ,New Jersey,16.325,17.8875,19.425,13083.9375
Paterson,NJ,New Jersey,16.69142857,17.91428571,19.16285714,12531.34286
Pawtucket,RI,Rhode Island,15.62173913,16.86086957,18.0826087,9280.173913
Pearland,TX,Texas,10.13529412,11.07058824,12.07647059,16103.29412
Pembroke Pines,FL,Florida,10.92903226,11.80322581,12.70967742,14975.41935
Peoria,AZ,Arizona,12.12289157,13.31566265,14.52048193,9724.349398
Perris,CA,California,15.3,16.51666667,17.775,17092.66667
Pharr,TX,Texas,13.86363636,15.52727273,17.18181818,19200
Philadelphia,PA,Pennsylvania,14.69761905,16.16878307,17.70714286,12111.01058
Phoenix,AZ,Arizona,13.14804469,14.45586592,15.79581006,12114.16201
Pittsburgh,PA,Pennsylvania,12.90542636,14.39689922,15.98372093,7108.55814
Plano,TX,Texas,9.078333333,10.08333333,11.19666667,12992.05
Plantation,FL,Florida,11.44090909,12.42272727,13.45454545,11584.77273
Pleasanton,CA,California,8.06875,8.9125,9.89375,13178.4375
Plymouth,MN,Minnesota,7.470588235,8.370588235,9.376470588,12454.58824
Pomona,CA,California,12.93714286,14.28,15.60571429,12776.4
Pompano Beach,FL,Florida,13.33571429,14.50357143,15.68928571,10697.67857
Port St. Lucie,FL,Florida,13.16521739,14.2173913,15.26521739,21468.73913
Portland,ME,Maine,12.21525424,13.56610169,15.03841808,11015.81356
Portsmouth,VA,Virginia,13.47878788,14.82727273,16.16969697,8685
Providence,RI,Rhode Island,15.61707317,17.05365854,18.51219512,13027.46341
Provo,UT,Utah,12.51333333,14.62666667,16.59666667,11248.6
Pueblo,CO,Colorado,13.7025,14.845,15.9975,7994.375
Quincy,MA,Massachusetts,10.89545455,12.09545455,13.35454545,12582.40909
Racine,WI,Wisconsin,12.75416667,13.76666667,14.78333333,9856.791667
Raleigh,NC,North Carolina,10.79680851,12.06808511,13.50106383,12889.20213
Rancho Cucamonga,CA,California,10.9516129,11.87741935,12.83225806,15993.77419
Rapid City,SD,South Dakota,10.27142857,11.31428571,12.4047619,9707.857143
Reading,PA,Pennsylvania,18.08965517,19.42413793,20.77931034,9111.931034
Redding,CA,California,12.77931034,14.06551724,15.4,9294.275862
Redlands,CA,California,10.95789474,12.18421053,13.50526316,10854.78947
Redondo Beach,CA,California,8.533333333,9.406666667,10.38,13349.6
Redwood City,CA,California,9.927272727,10.91818182,11.98181818,10473.54545
Reno,NV,Nevada,12.7826087,14.05652174,15.37101449,9791.73913
Renton,WA,Washington,11.28846154,12.26538462,13.29230769,10490
Rialto,CA,California,13.78387097,15.01612903,16.28387097,9597.193548
Richardson,TX,Texas,9.723076923,10.79230769,11.94230769,11448.30769
Richmond,CA,California,12.99479167,14.3625,15.815625,9621.125
Rio Rancho,NM,New Mexico,12.5,13.51111111,14.56666667,14586.27778
Riverside,CA,California,13.26666667,14.47083333,15.7125,12660.5
Roanoke,VA,Virginia,13.896,15.136,16.436,11643.84
Rochester,MN,Minnesota,14.67767857,15.99107143,17.38125,8499.276786
Rochester Hills,MI,Michigan,9.695454545,10.85,12.05454545,9681.136364
Rock Hill,SC,South Carolina,14.07916667,15.55,17.04166667,8269.25
Rockford,IL,Illinois,14.11272727,15.27090909,16.44363636,8337.963636
Roseville,CA,California,10.20322581,11.31935484,12.50967742,11495.48387
Roswell,GA,Georgia,9.03,10.06,11.175,13251.9
Round Rock,TX,Texas,11.04230769,12.18076923,13.38846154,11524.69231
Sacramento,CA,California,12.95726496,13.97008547,15.01196581,11960.26496
Salem,OR,Oregon,14.19487179,15.57948718,17.01025641,11894.46154
Salinas,CA,California,14.18823529,15.61764706,17.03235294,13274
Salt Lake City,UT,Utah,10.95535714,12.19285714,13.52857143,9987.392857
San Angelo,TX,Texas,12.275,13.41666667,14.5125,11649.91667
San Antonio,TX,Texas,12.64249201,13.82683706,15.03482428,12721.88179
San Bernardino,CA,California,15.8,17.00535714,18.23214286,11245.78571
Ventura,CA,California,11.06538462,12.12692308,13.23461538,12280
San Diego,CA,California,10.56006944,11.68298611,12.87291667,13618.20139
San Francisco,CA,California,9.329441624,10.28172589,11.37614213,12262.46193
San Jose,CA,California,9.614883721,10.60418605,11.65255814,13198.42791
San Leandro,CA,California,10.53333333,11.33333333,12.11904762,12135.28571
San Marcos,CA,California,11.075,12.165,13.31,12567.15
San Mateo,CA,California,9.003571429,9.878571429,10.81428571,10415.03571
San Ramon,CA,California,7.911764706,8.758823529,9.747058824,12729.17647
Sandy,UT,Utah,9.822222222,11.06296296,12.33703704,9715.814815
Sandy Springs,GA,Georgia,8.903846154,9.819230769,10.84230769,10828.57692
Santa Ana,CA,California,13.32063492,14.72857143,16.13333333,15453.71429
Santa Barbara,CA,California,9.911538462,11.01923077,12.23461538,10201.15385
Santa Clara,CA,California,8.523076923,9.376923077,10.34230769,13438.5
Santa Clarita,CA,California,10.33469388,11.39183673,12.50204082,10794.69388
Santa Fe,NM,New Mexico,10.58333333,11.71666667,12.98666667,6791.433333
Santa Maria,CA,California,13.785,15.235,16.61,14932.6
Santa Monica,CA,California,8.79047619,9.704761905,10.77619048,12819.42857
Santa Rosa,CA,California,11.78421053,12.90263158,14.06578947,13248.55263
Savannah,GA,Georgia,13.26470588,14.7,16.20784314,8015.176471
Schaumburg,IL,Illinois,8.859259259,9.914814815,11.0962963,8246.518519
Schenectady,NY,New York,15.09090909,16.38636364,17.69545455,9018.409091
