city,State_name,State_ab,ALand,AWater,Median,Stdev
Abbeville,South Carolina,SC,15362950.5,2045825.5,79637.5,120123.3219
Abbotsford,Wisconsin,WI,4146136.333,30049.66667,95209.66667,126508.0629
Aberdeen,Maryland,MD,17117119.2,1522694.2,126107.4,101873.3407
Abernathy,Texas,TX,6989264,12572,97140,109770.3158
Abilene,Texas,TX,112090783.3,4673622.333,135521,131471.4641
Abingdon,Illinois,IL,3692046,0,77468,78278.27288
Abington,Massachusetts,MA,25798865,592945,120575,148214.4916
Abita Springs,Louisiana,LA,11603115,24303,107860,136915.6757
Abrams,Wisconsin,WI,3260975,0,249132,208306.8629
Absecon,New Jersey,NJ,14162656,4528732,113770,144458.8655
Acampo,California,CA,17080884,25477,124551,173903.7973
Accokeek,Maryland,MD,71035601,3540310,189305,185820.1983
Accomac,Virginia,VA,832102,1062,87117,109762.8631
Accord,New York,NY,9175655,123404,107164,87789.65977
Accoville,West Virginia,WV,5747231.5,33701.5,52838,56351.29635
Achille,Oklahoma,OK,720846.5,344.5,54423,71981.04041
Ackerly,Texas,TX,805187,0,300000,30406.76164
Ackerman,Mississippi,MS,5822837,49973,75674,90498.86084
Ackley,Iowa,IA,6345496,87634,88303,116779.7381
Acme,Washington,WA,15906993,10108,300000,1747.139409
Acton,California,CA,101679341,60418,161313,165668.1902
Acworth,Georgia,GA,21510421,1374970,88866,110305.7117
Ada,Michigan,MI,33297149.25,990935,113002.5,113062.3154
Adair,Iowa,IA,6839675.333,14377,64216,64046.662
Adairville,Kentucky,KY,3044163,4945,71685,79320.76983
Adams,Massachusetts,MA,3674624.286,17570.42857,84184.57143,104207.5326
Adams Center,New York,NY,300502,0,300000,98026.70643
Adamstown,Maryland,MD,3461646.333,13157.66667,290891.3333,106415.6238
Adamsville,Alabama,AL,21460011.75,38224.25,117404,76485.00304
Addison,Michigan,MI,3703611.5,55926,78882,97990.04083
Adel,Iowa,IA,12128962,45774,101027,136390.5648
Adelphi,Maryland,MD,7107003,6498,118546,148159.5623
Adena,Ohio,OH,892253,262.5,56850.5,53125.77846
Adjuntas,Puerto Rico,PR,1942319,0,21622,109998.9245
Adrian,Georgia,GA,1846606.8,23145.8,99322.4,101892.996
Advance,Missouri,MO,2893457,1726,79080,103898.8904
Afton,Iowa,IA,7940415.875,191499.75,154896.375,127627.5751
Agua Dulce,California,CA,30032252.5,7323,132070,114759.4922
Aguada,Puerto Rico,PR,4242241,0,11331,18415.54199
Aguadilla,Puerto Rico,PR,3870980,759902,12376,58238.79352
Aguanga,California,CA,18888597,216496,85488,72798.76383
Aguas Buenas,Puerto Rico,PR,802453,5544,6986,10090.95719
Aguilar,Colorado,CO,1436503,0,35698,69886.43575
Ahoskie,North Carolina,NC,11271243,0,58025,94175.22909
Ahwahnee,California,CA,12098033,1875.333333,160138.6667,48282.35624
Aibonito,Puerto Rico,PR,2640861.5,1817.5,14550,28807.90994
Aiken,South Carolina,SC,1704315,0,96437,49756.19189
Ainsworth,Iowa,IA,635742,0,300000,59782.74739
Aitkin,Minnesota,MN,5929090,11677,60300,82309.66356
Ajo,Arizona,AZ,12802674,0,30782.5,29847.27277
Akhiok,Alaska,AK,20126284,6322185,91988,73530.63318
Akiak,Alaska,AK,5428315,2623471,60912,64226.50721
Akin,Illinois,IL,689056,12321,300000,36272.10508
Akron,Alabama,AL,10895216.5,602501.75,78102.625,79089.28166
Alachua,Florida,FL,91475409,978850,94671,135967.4766
Alakanuk,Alaska,AK,76485032,26008972,57524,66108.52946
Alameda,California,CA,27045458,32778370,182502,181275.1111
Alamo,Georgia,GA,22323005,23422.33333,101405.5,79365.42658
Alamogordo,New Mexico,NM,32512622,415218,77136,31430.77463
Alamosa,Colorado,CO,8396562,0,68226,56385.3422
Alanson,Michigan,MI,1589305,0,67591,54048.75167
Alba,Michigan,MI,4889136,8530,29107.5,106537.691
Albany,California,CA,18748897.44,869706.75,112483.5625,107278.8593
Albemarle,North Carolina,NC,29266536,173918,82612,65183.5192
Albers,Illinois,IL,2190336,0,120650,131211.8795
Albert Lea,Minnesota,MN,11856243,1616154.333,89307,114606.8459
Alberta,Virginia,VA,5518513,34178,105503,161854.2541
Alberton,Montana,MT,1417474,68170,41049,55806.53011
Albertson,New York,NY,2407481,0,248774,220535.3047
Albertville,Alabama,AL,68731806,258708,85168,113147.597
Albia,Iowa,IA,8252356,0,87959,108832.4919
Albin,Wyoming,WY,379871,0,45421,47063.96059
Albion,Indiana,IN,3482423.833,8807.833333,70925,79300.79767
Albrightsville,Pennsylvania,PA,11268953,167412.5,92590.5,62369.11053
Albuquerque,New Mexico,NM,136243452.8,1183808,171315,102259.5214
Alburg,Vermont,VT,1651646,0,82129,26671.45783
Alburnett,Iowa,IA,2119208,6646,100374,115452.4948
Alburtis,Pennsylvania,PA,1830914,1738,300000,113071.6439
Alcester,South Dakota,SD,857038,0,82756,116190.1406
Alcolu,South Carolina,SC,11781569,55536,42819,40062.85749
Alden,Iowa,IA,3204131.667,15036.33333,111914,89088.71896
Alder,Montana,MT,2459279,0,62921,107492.3348
Alderson,West Virginia,WV,2304452,157686,82939,34063.00572
Aledo,Illinois,IL,5958208.75,61419.25,150631,157642.2026
Alex,Oklahoma,OK,17273082,0,84009,104632.4743
Alexander,North Dakota,ND,2417088,11404.5,195935,127002.5743
Alexander City,Alabama,AL,11875851,58640,190789.5,92938.009
Alexandria,Alabama,AL,9311559.563,461202.3125,147291.75,137039.4833
Alexis,Illinois,IL,907954,0,84657.5,105029.7706
Alfred,Maine,ME,10173804,77545,108396,167884.9316
Algodones,New Mexico,NM,18389893,781796,87370,106513.239
Algonac,Michigan,MI,5553822,2155250,90222,111717.726
Algonquin,Illinois,IL,31735947,460610,162592,170454.2941
Alice,Texas,TX,12303770,511913.3333,145140,58286.16254
Aliceville,Alabama,AL,643301,5653.5,134197,118807.852
Aliquippa,Pennsylvania,PA,10868132,1040304,68085,82153.23477
Allakaket,Alaska,AK,6350272,978129,50916,41361.73776
Allamuchy,New Jersey,NJ,7728632,23289,173005,176826.6824
Allardt,Tennessee,TN,10094371,0,85272,109014.4788
Allegan,Michigan,MI,9964199,1072087,68579,70066.23352
Alleman,Iowa,IA,6995552,0,300000,136950.2512
Allen,Kansas,KS,11676797.57,46944,75816,84296.44316
Allendale,Illinois,IL,15341487.2,511964.8,158468.4,133150.9798
Allensworth,California,CA,8035084,0,49257,68253.15338
Allenton,Wisconsin,WI,3744452,0,75565,68393.72107
Allentown,New Jersey,NJ,5529671,139677.5,139377,146979.2106
Alliance,Nebraska,NE,10025672,41244.5,130599.25,79088.42635
Allison,Iowa,IA,6070530.5,0,86671,137101.397
Allison Park,Pennsylvania,PA,35880094,0,167464,175643.6747
Alloway,New Jersey,NJ,17738569,656375,123670,140177.8276
Alma,Arkansas,AR,5772939.444,859716.8889,79616,87083.5251
Alma Center,Wisconsin,WI,3000694,0,80443,85603.34523
Almena,Wisconsin,WI,2957604,0,73619,63818.84665
Almira,Washington,WA,864561,0,79122,60845.72962
Almond,New York,NY,5857180.333,8697.666667,87083.66667,106649.3069
Alpena,Arkansas,AR,12788671,899883,61272,72411.81252
Alpha,Illinois,IL,832343,0,300000,79761.75564
Alpharetta,Georgia,GA,69668492,956380,200613,191212.1447
Alpine,California,CA,28906207.5,5860.75,134504.5,138009.3163
Alsip,Illinois,IL,16900206,259691,93062,103596.838
Alta,California,CA,3854074.5,8711.5,205959,165817.6038
Altamont,Kansas,KS,2683610.667,19520.66667,109068,121104.7202
Altamonte Springs,Florida,FL,23406534,1639508,87558,121302.0678
Altenburg,Missouri,MO,2718984,0,75311,69784.27786
Altheimer,Arkansas,AR,3207833,94269,74910.5,57317.83448
Alton,Illinois,IL,21158649.33,1146428,144143.6667,76597.17178
Altoona,Florida,FL,8899174.8,168810.8,78489.2,93325.38262
Alturas,California,CA,5371091,42809.5,185055.5,55211.32367
Altus,Oklahoma,OK,47585963,521227,75636,96607.05402
Alva,Florida,FL,24694460.5,1083877.5,91175,106327.7864
Alvarado,Texas,TX,10753671,1923701,77359,92960.98615
Alvin,Texas,TX,34499494.5,87639,98856.5,100585.0345
Alvord,Texas,TX,3944170,0,105922,105314.9822
Alzada,Montana,MT,1330357,0,300000,47873.03643
Amanda,Ohio,OH,777903,0,81073,73439.74849
Amarillo,Texas,TX,88743238.67,1676526.667,175453.6667,175064.8607
Amazonia,Missouri,MO,952648,391,62604,58663.47393
Amber,Oklahoma,OK,10269308,0,81607,69294.01888
Ambler,Alaska,AK,10745907,1338488.667,144874.6667,143704.5083
Amboy,Illinois,IL,16300212,0,77058,83165.19156
Ambrose,Georgia,GA,7900712,218159,35215,49656.39039
Amelia,Ohio,OH,7175897,9990.5,79937.5,77211.5635
Amenia,New York,NY,3152792,70626,231244,195595.0447
American Falls,Idaho,ID,4178675,0,64503,67580.32178
Americus,Georgia,GA,3626502.167,9661.166667,72115.83333,79093.90467
Amery,Wisconsin,WI,8006214,1889068,81049,103509.0143
Amesbury,Massachusetts,MA,31782255,3783180,123156,148914.5936
Amherst,Massachusetts,MA,8235948.5,63245.5,113967.25,113722.8074
Amidon,North Dakota,ND,1656154,0,104660,85792.01372
Amite,Louisiana,LA,10012942,38231,85980,120392.8435
Amityville,New York,NY,5364552,1032398,149703,162371.8556
Amo,Indiana,IN,1638741,0,300000,88069.47641
Amoret,Missouri,MO,553725,577,28453,39386.26147
Amory,Mississippi,MS,32466080,1564409,80680,125787.5319
Anaconda,Montana,MT,1907997131,12199241,88285,117640.6975
Anacortes,Washington,WA,30324478,10207757,112872,144295.7196
Anahuac,Texas,TX,5507096,0,100988,135151.1556
Anamosa,Iowa,IA,5530013.5,84151.5,165077.5,75106.67266
Anasco,Puerto Rico,PR,2074066,402,21439,34757.46104
Anawalt,West Virginia,WV,3111414,60914,8172,12025.27764
Anchorage,Alaska,AK,395024280,6304383,120388,54316.3787
Andalusia,Alabama,AL,5219635,49963.8,74605.4,76953.83316
Anderson,Alabama,AL,20944578.89,1042198,174585.2222,116526.241
Andersonville,Tennessee,TN,4191749,0,300000,104969.2052
Andes,New York,NY,3601320,1229,250000,31161.26431
Andover,Kansas,KS,17729555.5,172831,171474.5,174555.6673
Andrews,Indiana,IN,8435641,16065,156783.3333,89818.33931
Angels Camp,California,CA,9396959,23589,98743,127991.1869
Angie,Louisiana,LA,3966756,16946,141556,127504.542
Angier,North Carolina,NC,7530634,90061,89020,24812.65018
Angleton,Texas,TX,8665106.667,274849.3333,171158.3333,99937.85748
Angola,New York,NY,4859133,0,112431,123202.7699
Aniak,Alaska,AK,16630342,6166529,91703,110680.4288
Animas,New Mexico,NM,20857771,0,70241.5,87141.20454
Anita,Iowa,IA,4606516,0,74428,107759.0344
Ankeny,Iowa,IA,11151331,0,200608,122053.1845
Anna,Illinois,IL,7581046,48310,112099.3333,110013.5387
Annandale,Virginia,VA,20326897,30220,171669,177591.2949
Annapolis,California,CA,15489592.75,650569.5,158106.25,145337.2144
Anniston,Alabama,AL,21106061.5,55685.5,68625,73963.52009
Annville,Pennsylvania,PA,4177739,24046,85653,94128.16505
Anoka,Minnesota,MN,17245949,1323426,89008,115912.4778
Ansley,Nebraska,NE,784139.5,0,200049,127928.7714
Anson,Texas,TX,7152421,8855,82892,96608.08737
Ansonville,North Carolina,NC,3811019,0,33926,25635.74487
Antelope,California,CA,17702800,0,99795,125318.1754
Anthon,Iowa,IA,1257161,0,77602.5,97821.96031
Anthony,Kansas,KS,4461347.5,229076.5,76240.5,88088.38281
Antimony,Utah,UT,25440372,0,119044,62675.13951
Antioch,Illinois,IL,11615129,1206169.5,126496.5,142774.5714
Antlers,Oklahoma,OK,7070785,25848,67735,125725.8262
Anton,Texas,TX,3436426.5,0,196049,79910.18593
Anton Chico,New Mexico,NM,7721816.4,0,193021.4,21912.17523
Antonito,Colorado,CO,1044589,0,39578,54103.65145
Antrim,New Hampshire,NH,11772350,20097,92744,84698.58573
Anvik,Alaska,AK,78194354,18269155,65091,57071.01838
Anza,California,CA,71468371,212166,75509,62926.53428
Apache Junction,Arizona,AZ,57772711.33,12420.33333,150374,103943.0379
Apalachin,New York,NY,3779536,0,137942,139580.2734
Apollo,Pennsylvania,PA,1571635,87617,80433,81371.27989
Apollo Beach,Florida,FL,51313693,6400171,144729,160100.1634
Apopka,Florida,FL,9340674.5,623299.5,95535,103624.8112
Apple Creek,Ohio,OH,1504237,9648,76487,73158.03122
Apple Valley,Minnesota,MN,43884096,1771507,135085,156181.846
Appleton,Minnesota,MN,35241705,470425.3333,71278.5,79013.84097
Appleton City,Missouri,MO,2972387,2233,77440,115429.4443
Appomattox,Virginia,VA,817490,2157,300000,63648.72086
Aptos,California,CA,9321677,1013.5,129816,143229.7026
Aquebogue,New York,NY,15402996.5,61716.5,300000,180877.7282
Aquilla,Texas,TX,729180,1857,80092,70574.62567
Arab,Alabama,AL,19690978.5,208367,300000,40477.43779
Aransas Pass,Texas,TX,16422277,51634878,150000,36077.68093
Arapaho,Oklahoma,OK,1702058,0,78628,99457.76127
Arapahoe,North Carolina,NC,3397623.4,157784,88642.8,107087.2665
Arbuckle,California,CA,9053673.5,0,91279.5,85277.00381
Arcade,New York,NY,6861862,8312,86338,108426.981
Arcadia,Florida,FL,6624718.5,287645.75,85268.75,97217.83092
Arcanum,Ohio,OH,720197.3333,101864.3333,73307,87793.99572
Arcata,California,CA,23548909,4911894,83127,112734.773
Archbald,Pennsylvania,PA,44258394,36143,92412,86791.13617
Archdale,North Carolina,NC,21688418,57643,300000,59537.42387
Archer City,Texas,TX,5677520,79982,74039,98779.79568
Archie,Missouri,MO,2993103,91848,81552,72281.7016
Arctic Village,Alaska,AK,164453466,16778600,62209,53051.7594
Arden,North Carolina,NC,7029208,9775,136696,144088.699
Arden Hills,Minnesota,MN,22072435,2944159,176644,179590.4692
Ardmore,Alabama,AL,31413092.83,877991.8333,133662.6667,128151.2345
Arecibo,Puerto Rico,PR,40212018,6278454,21940,59919.13132
Arena,Wisconsin,WI,2982685,11872,82274,78180.42486
Argenta,Illinois,IL,950960,0,261322,82039.30244
Argonia,Kansas,KS,708232,0,108948.75,71266.82014
Argyle,New York,NY,10125467,55990.16667,197352.3333,143125.0328
Arimo,Idaho,ID,1072759,0,76655,64883.3186
Arkadelphia,Arkansas,AR,18804294,92318,93213,132403.7635
Arkansas City,Kansas,KS,1611221,0,216872,70245.00837
Arlee,Montana,MT,30588388.5,11589.5,117613,153164.6894
Arley,Alabama,AL,9740655,33989,49775,23405.95831
Arlington,Arizona,AZ,10286116.76,261943.7619,136742.0952,109279.2874
Arma,Kansas,KS,1305138,0,38099,37946.43519
Armagh,Pennsylvania,PA,148646,0,300000,67711.17075
Armona,California,CA,4931942,0,64350,73924.29295
Armour,South Dakota,SD,2446057,22408,70071,70106.87389
Armstrong,Iowa,IA,1909322.333,0,79867.66667,99552.4533
Arnaudville,Louisiana,LA,1796901,36568,7586,10165.40586
Arnold,Maryland,MD,19916867.67,2672965.667,114117,150430.0718
Aromas,California,CA,12266655,27254,275323,135108.1555
Arp,Texas,TX,6777723,51670,111167,156934.2373
Arrey,New Mexico,NM,4494588,0,278813,97860.10745
Arroyo,Puerto Rico,PR,1056763,714.5,10626.5,24540.42927
Arroyo Grande,California,CA,10807117.5,0,220821,112372.1362
Arroyo Hondo,New Mexico,NM,4267608,0,213570,187512.9496
Arroyo Seco,New Mexico,NM,17834712,0,300000,67092.15659
Artesia,California,CA,12934599.25,98909.25,160424.5,105063.4021
Arthur,Illinois,IL,3414682,0,79341,100743.899
Arthurdale,West Virginia,WV,1680888,0,66056,71970.61943
Arvada,Colorado,CO,100047257,1882996,128459,152697.0363
Asbury,New Jersey,NJ,1795163,12133,82732,80732.26964
Asbury Park,New Jersey,NJ,963456,144136,123811,168197.3515
Ascutney,Vermont,VT,4374963,13555,72549,59396.64173
Ash,North Carolina,NC,11013349.33,1056341.333,86168,105139.4639
Ashaway,Rhode Island,RI,7365732,60494.5,266067,102232.4751
Ashburg,Virginia,VA,5293864,69652,251468,227044.7809
Ashburn,Virginia,VA,22587933.33,285719,251503,210081.4709
Ashby,Minnesota,MN,604426,0,61322,51692.6756
Ashdown,Arkansas,AR,9792830.5,39725,185333,64043.911
Asheville,North Carolina,NC,62720177.5,501321,171919,176253.2871
Ashford,Washington,WA,1724176,0,300000,44690.53636
Ashland,Alabama,AL,8678558.4,103738.15,84651.75,84311.76388
Ashley,Illinois,IL,2553733.833,5083.666667,77252.5,97758.00009
Ashmore,Illinois,IL,2166435,0,91495,116753.5187
Ashtabula,Ohio,OH,18862185.5,229885.5,71902,81755.19358
Ashton,Idaho,ID,3843915.5,217673.5,14538.5,55058.45915
Ashwood,Oregon,OR,1287576,0,300000,7539.234758
Asotin,Washington,WA,2675916,349938,94287,120948.3012
Aspermont,Texas,TX,5320619,47365,93720,136117.9684
Assumption,Illinois,IL,2278268,0,74106,102660.7298
Aston,Pennsylvania,PA,5289727.5,2682.5,118937.5,143308.5997
Astoria,Illinois,IL,9961496,3292636,156252,115598.5302
Atascadero,California,CA,67559825,108658,122377,141893.7656
Atglen,Pennsylvania,PA,2515728.667,8564.333333,157151.6667,102776.0149
Athens,Alabama,AL,58075632.67,1301413.556,87943.11111,108844.0124
Athol,Idaho,ID,11616758,362026,82334,72585.0114
Atkins,Iowa,IA,5850317.667,1173.666667,91115,105695.1446
Atlanta,Georgia,GA,69531768.86,759806.2857,127816.4286,123215.724
Atlantic,Iowa,IA,1599311,24237.5,87191.5,98103.62544
Atlantic Highlands,New Jersey,NJ,3354782,8469852,173659,173975.0335
Atmautluak,Alaska,AK,1406574,7647125,89487,30518.68191
Attalla,Alabama,AL,14515378.67,0,59311.33333,64985.23595
Attica,Indiana,IN,2351495.667,3682.5,103705,90317.81307
Atwater,California,CA,15835833,11735,90251,121741.2953
Atwood,Illinois,IL,3207035,751,79200.5,97414.8013
Au Gres,Michigan,MI,5872280,261089,65957,94989.70855
Aubrey,Texas,TX,2865298.333,8322.333333,110081.8333,120139.4996
Auburn,California,CA,14173851.5,260697.3,103215.7,104475.3484
Auburndale,Wisconsin,WI,5489899,0,88925,85170.9531
Audubon,Minnesota,MN,1404284,7994,94759,136507.7504
Augusta,Illinois,IL,30092560,1503346.8,83894,92928.04229
Aulander,North Carolina,NC,3825780,0,29130,45714.3624
Ault,Colorado,CO,2784511,0,88397,118502.4155
Aumsville,Oregon,OR,2923041,0,89392,95123.75383
Aurelia,Iowa,IA,2627290,0,83347,115747.0247
Aurora,Colorado,CO,79372136.55,1324070.091,150704.9091,119702.0719
Austell,Georgia,GA,15566138,37201,300000,85631.60296
Austin,Minnesota,MN,115713750.6,2821262.933,164849.6,161418.5539
Autaugaville,Alabama,AL,19936288,526181,58862,15092.08633
Auxvasse,Missouri,MO,1955478,2909,67738,73928.70064
Avalon,New Jersey,NJ,5709001,1422091,117502,142525.7336
Avella,Pennsylvania,PA,2334200,0,113797,130925.3888
Avenal,California,CA,50302325,0,60634,67361.11913
Avenel,New Jersey,NJ,9013332,78517,118648,147786.5478
Aventura,Florida,FL,6863115,2217379,173733,180702.8495
Averill Park,New York,NY,7595533,306232,95946,88845.5843
Avery,California,CA,15190499,23725,141892,122513.94
Avilla,Indiana,IN,2238212.5,0,79069.5,69402.8041
Aviston,Illinois,IL,4109905,0,128827,131252.0444
Avoca,Iowa,IA,5508214.5,0,53047,131917.7595
Avon,Colorado,CO,11553459.44,114050.3333,148351,102394.7259
Avon Lake,Ohio,OH,28825323,0,158930,168935.6835
Avondale,Colorado,CO,7664734,572693,60173.5,69566.40495
Axtell,Nebraska,NE,1147825,0,85057,94428.53708
Ayer,Massachusetts,MA,3434708,162645,126024,130581.2513
Azle,Texas,TX,35444790.5,2156944.5,105218,100296.2687
Aztec,New Mexico,NM,18317244.67,213391.6667,203039.6667,98989.80644
Azusa,California,CA,14411583,16231.5,107913.5,107791.8619
Bacliff,Texas,TX,7087323,11461,102062,128144.6184
Baconton,Georgia,GA,5054906,0,52324,68276.80728
Badin,North Carolina,NC,4695318,0,72542,85182.06584
Bagdad,Arizona,AZ,20678842,0,110104,93635.68423
Baggs,Wyoming,WY,1308903,7279,103700,129608.2253
Bagley,Minnesota,MN,5119038,157239,64844,91286.07553
Bahama,North Carolina,NC,16263622,206472,138079,87374.90332
Bailey,North Carolina,NC,452374,0,94422,116640.4991
Baileyton,Alabama,AL,13620112,146518,72563,141888.4002
Baileyville,Kansas,KS,10345230,22605,300000,182849.8989
Bainbridge,Georgia,GA,3974122.25,38140.5,147620,73811.53211
Bainville,Montana,MT,2596222,0,300000,155546.7488
Baker,Nevada,NV,2341544,7167,300000,10823.97409
Baker City,Oregon,OR,8718584.667,0,62649.33333,97265.80407
Bakersfield,California,CA,94815116,762580,112723.8,124112.0835
Bakersville,North Carolina,NC,1937408,0,29223,60778.66113
Balch Springs,Texas,TX,23359593,61644,72669,94313.27848
Bald Knob,Arkansas,AR,524457,0,57503,59877.63241
Baldwin,Georgia,GA,7617810.25,98866.75,104374.25,106044.5359
Baldwinsville,New York,NY,5525556.5,243619.5,93309.5,114204.6292
Baldwyn,Mississippi,MS,30028450,121110,53257,46655.6514
Ball Ground,Georgia,GA,15224321,75291,101908,126690.565
Ballico,California,CA,4554487,0,90121,128261.2756
Ballinger,Texas,TX,9063053,5205,76464,111157.089
Ballston Lake,New York,NY,3502208,138791,205000.5,132527.1515
Ballston Spa,New York,NY,2153691,10232,110291,118621.6137
Ballwin,Missouri,MO,11979294.5,0,121735.5,125002.9932
Balsam Lake,Wisconsin,WI,4544772,74133,79602,128416.2823
Baltic,Connecticut,CT,2230939.25,57248,61297.25,83529.58318
Baltimore,Maryland,MD,11813168.91,138707.7273,106169.7273,127265.0765
Bamberg,South Carolina,SC,9258751,50759,86777,97562.54466
Bancroft,Idaho,ID,1262582.5,0,195035,135208.834
Bandera,Texas,TX,8008005,769276,68406,35734.82728
Bangor,California,CA,8038339.286,73046.42857,126735.2857,93911.0817
Bangs,Texas,TX,3875355,0,69720,71575.30217
Banks,Oregon,OR,1859757,0,112801,131597.3308
Banner Elk,North Carolina,NC,12524235.33,28455.33333,166857.3333,157382.9636
Banquete,Texas,TX,13888857.5,245144,300000,80496.30254
Bapchule,Arizona,AZ,11400403,0,85296,69090.20272
Bar Harbor,Maine,ME,8223821,0,79304,85615.3486
Baraboo,Wisconsin,WI,11135120.5,109334.5,77033,96826.59983
Barboursville,West Virginia,WV,8264080.5,196394.5,99699.5,129490.5491
Barbourville,Kentucky,KY,6807526,163149,54557,70529.47112
Barceloneta,Puerto Rico,PR,1259722,0,11764.25,25005.85924
Barco,North Carolina,NC,2174600,80916,83240,24277.43941
Bardwell,Kentucky,KY,1251409,2480.333333,135398.6667,92368.8482
Bargersville,Indiana,IN,48458886,0,159457,171486.3404
Barker,New York,NY,1087358,0,72110,66087.96081
Barksdale,Texas,TX,1304233,0,73985,118047.902
Barnard,Missouri,MO,616330,0,73437,46939.25903
Barnesville,Georgia,GA,2846249.6,22637.2,66195.4,113970.1908
Barneveld,Wisconsin,WI,2281428,0,94203,112421.7401
Barnhart,Missouri,MO,13192399,408351,98191,143581.2651
Barnsdall,Oklahoma,OK,1513322,10772,68438,62506.36034
Barnum,Iowa,IA,2392026.5,0,190707,84767.23262
Barre,Vermont,VT,10221889,83458,84816,89771.79926
Barrett,Minnesota,MN,5428768,59446,68734,71457.02471
Barrington,Illinois,IL,50739382.67,1222467.667,262028.6667,155677.7814
Barron,Wisconsin,WI,7454298,218280,70075,93671.1188
Barrow,Alaska,AK,48786920,6890236,174757,179948.509
Barry,Illinois,IL,1597350.5,0,40545.5,41459.15685
Barryton,Michigan,MI,2479645,200885,40959,51355.81914
Barstow,California,CA,56405452,66930.5,76647.5,85324.3045
Bartelso,Illinois,IL,1044524,0,114242,121057.9895
Bartlesville,Oklahoma,OK,58924602,63673,108798,145639.0181
Bartlett,Illinois,IL,12058536,166290,206342.5,88542.33274
Bartley,Nebraska,NE,2427329,0,75528,92702.89719
Barto,Pennsylvania,PA,1341837,0,84159,88389.95974
Barton,Arkansas,AR,2607808,0,14962,27230.55818
Bartonville,Illinois,IL,21206291,1101278,91536,113138.4783
Basalt,Colorado,CO,5177372,20308,106955,91324.69622
Bascom,Ohio,OH,3922446,0,300000,98416.75429
Baskerville,Virginia,VA,5554194,0,300000,70826.62125
Baskin,Louisiana,LA,3452523,0,69459,66892.38246
Bassett,Nebraska,NE,1500517,0,49493,44091.17278
Bassfield,Mississippi,MS,2589970,0,45861,37122.32801
Bastrop,Louisiana,LA,2918084,0,31079,53791.91023
Batavia,Illinois,IL,12977637.5,85519.5,34887,104709.9019
Batesburg-leesville,South Carolina,SC,20240378,270006,66825,71231.98467
Batesland,South Dakota,SD,221032,0,58287,57993.84575
Batesville,Indiana,IN,6039932.25,274492.25,219354.75,108773.4582
Bath,Michigan,MI,6056410.833,392245,126386,104274.4159
Baton Rouge,Louisiana,LA,39479191.29,849580.7143,129420.4286,143953.6691
Battle Creek,Iowa,IA,4453105.25,42815.75,68227.25,76831.90236
Battle Ground,Indiana,IN,15205144.5,18038.25,132187.75,145418.1187
Battle Lake,Minnesota,MN,3798924,9249,66999,84111.82962
Battle Mountain,Nevada,NV,9464105,1035,300000,55477.88101
Battlefield,Missouri,MO,6488531,0,91641,95226.59412
Baudette,Minnesota,MN,2529724,0,66179,54263.138
Bauxite,Arkansas,AR,8157675,232348,66691,65017.61771
Baxley,Georgia,GA,2001892,4230,55660,110179.0909
Baxter,Kentucky,KY,18896000,1980221.667,140550.6667,100875.53
Bay City,Michigan,MI,26330810,2691404,71196,100212.4359
Bay Harbor Islands,Florida,FL,1050731.5,386478.5,244503,217906.785
Bay Head,New Jersey,NJ,1524601,309080,193137,185884.6586
Bay Minette,Alabama,AL,34445086.5,470003.5,165605,82190.26355
Bay Point,California,CA,17041290,2129858,87244,114566.0658
Bay Shore,New York,NY,8515884.667,220990.6667,139563.6667,153274.9607
Bay Springs,Mississippi,MS,7027169,0,124854,171719.5913
Bay St Louis,Mississippi,MS,38051383,30901681,82757,115346.8995
Bay Village,Ohio,OH,11825077,6444600,163174,170930.9467
Bayamon,Puerto Rico,PR,2868504,0,19645,40755.92886
Bayard,New Mexico,NM,173769,0,300000,17997.48769
Bayboro,North Carolina,NC,6327695.5,157964,62150.5,77825.7139
Bayfield,Colorado,CO,3733452,0,102102,139559.2291
Baytown,Texas,TX,56246796.5,3549481.5,106212,136127.6805
Bazine,Kansas,KS,1410780,0,77414.33333,73863.08295
Beach,North Dakota,ND,2694878,42371,139167,156568.3522
Beach Haven,New Jersey,NJ,2541379,3490316,172180,176369.4626
Beach Park,Illinois,IL,18396785,0,108370,138639.8942
Beachwood,New Jersey,NJ,10405996.5,17316.5,160239.5,167825.4478
Bealeton,Virginia,VA,14178048,33238,113320,134514.0044
Beallsville,Ohio,OH,1056491,149572,66939,66061.99127
Bear River City,Utah,UT,30417241,0,92936,102359.7145
Bearden,Arkansas,AR,4210767,0,67872,84227.20906
Beatty,Nevada,NV,450939235,73624,171013,169166.5341
Beattyville,Kentucky,KY,5449844,24677,46987,108094.9537
Beaufort,South Carolina,SC,28944431.25,5508457.75,87325.5,109348.1246
Beaumont,California,CA,69465682.4,1561094.4,107361.4,126112.6322
Beaver,Alaska,AK,11150547.57,343479.5714,138100,100608.4689
Beaver Falls,Pennsylvania,PA,5511415,576930,65315,100633.8151
Beaver Island,Michigan,MI,2665095,7260,84049,121836.8993
Beaver Springs,Pennsylvania,PA,3507361,14888,69335,103125.0565
Beaverton,Michigan,MI,15321324.5,185318.75,106621,126280.4797
Beckemeyer,Illinois,IL,1586765,0,103266,123370.6189
Becker,Minnesota,MN,27323288,1166022,105381,76739.59368
Beckley,West Virginia,WV,24603282,28272,90655,122998.3987
